date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
00:28:12	328772/328772	---M--	200	added ('OK')	image/png	date:Sat,%2009%20Feb%202019%2022:17:42%20GMT	https://preview.colorlib.com/theme/seapalace/img/home/xwelcomeBanner3.png.pagespeed.ic.CHh5RK_6CB.jpg	C:/Benim%20Web%20Sitem/seapalace/preview.colorlib.com/theme/seapalace/img/home/xwelcomeBanner3.png.pagespeed.ic.CHh5RK_6CB.png	(from https://preview.colorlib.com/theme/seapalace/)
00:28:12	181986/181986	---M--	200	added ('OK')	image/png	date:Sat,%2009%20Feb%202019%2022:16:33%20GMT	https://preview.colorlib.com/theme/seapalace/img/home/xbed-icon.png.pagespeed.ic.HJuMaNRYCE.png	C:/Benim%20Web%20Sitem/seapalace/preview.colorlib.com/theme/seapalace/img/home/xbed-icon.png.pagespeed.ic.HJuMaNRYCE.png	(from https://preview.colorlib.com/theme/seapalace/)
00:28:12	406440/406440	---M--	200	added ('OK')	image/png	date:Sat,%2009%20Feb%202019%2022:16:50%20GMT	https://preview.colorlib.com/theme/seapalace/img/home/xexplore1.png.pagespeed.ic.QBsrCeS0jE.png	C:/Benim%20Web%20Sitem/seapalace/preview.colorlib.com/theme/seapalace/img/home/xexplore1.png.pagespeed.ic.QBsrCeS0jE.png	(from https://preview.colorlib.com/theme/seapalace/)
00:28:13	364409/364409	---M--	200	added ('OK')	image/png	date:Sat,%2009%20Feb%202019%2022:16:55%20GMT	https://preview.colorlib.com/theme/seapalace/img/home/xexplore2.png.pagespeed.ic.zE5WoQMbqO.png	C:/Benim%20Web%20Sitem/seapalace/preview.colorlib.com/theme/seapalace/img/home/xexplore2.png.pagespeed.ic.zE5WoQMbqO.png	(from https://preview.colorlib.com/theme/seapalace/)
00:28:13	400292/400292	---M--	200	added ('OK')	image/png	date:Sat,%2009%20Feb%202019%2022:17:03%20GMT	https://preview.colorlib.com/theme/seapalace/img/home/xexplore3.png.pagespeed.ic.xLjd8jH-1k.png	C:/Benim%20Web%20Sitem/seapalace/preview.colorlib.com/theme/seapalace/img/home/xexplore3.png.pagespeed.ic.xLjd8jH-1k.png	(from https://preview.colorlib.com/theme/seapalace/)
00:28:13	276986/276986	---M--	200	added ('OK')	image/png	date:Sat,%2009%20Feb%202019%2022:17:11%20GMT	https://preview.colorlib.com/theme/seapalace/img/home/xspecial.png.pagespeed.ic.5zl9yFpP8e.jpg	C:/Benim%20Web%20Sitem/seapalace/preview.colorlib.com/theme/seapalace/img/home/xspecial.png.pagespeed.ic.5zl9yFpP8e.png	(from https://preview.colorlib.com/theme/seapalace/)
00:28:13	9958/9958	---M--	200	added ('OK')	image/png	date:Sat,%2009%20Feb%202019%2022:17:13%20GMT	https://preview.colorlib.com/theme/seapalace/img/home/xtestimonial1.png.pagespeed.ic.FO0jQdivE1.png	C:/Benim%20Web%20Sitem/seapalace/preview.colorlib.com/theme/seapalace/img/home/xtestimonial1.png.pagespeed.ic.FO0jQdivE1.png	(from https://preview.colorlib.com/theme/seapalace/)
00:28:14	9798/9798	---M--	200	added ('OK')	image/png	date:Sat,%2009%20Feb%202019%2022:17:14%20GMT	https://preview.colorlib.com/theme/seapalace/img/home/xtestimonial2.png.pagespeed.ic.0BRwyEgiJ5.png	C:/Benim%20Web%20Sitem/seapalace/preview.colorlib.com/theme/seapalace/img/home/xtestimonial2.png.pagespeed.ic.0BRwyEgiJ5.png	(from https://preview.colorlib.com/theme/seapalace/)
00:28:14	10681/10681	---M--	200	added ('OK')	image/png	etag:W/%220%22	https://preview.colorlib.com/theme/seapalace/img/home/xtestimonial3.png.pagespeed.ic._e3s32AZ_I.png	C:/Benim%20Web%20Sitem/seapalace/preview.colorlib.com/theme/seapalace/img/home/xtestimonial3.png.pagespeed.ic._e3s32AZ_I.png	(from https://preview.colorlib.com/theme/seapalace/)
00:28:14	86659/86659	---MCZ	200	added ('OK')	application/javascript	etag:W/%2215283-5817d74cc6280-gzip%22	https://preview.colorlib.com/theme/seapalace/vendors/jquery/jquery-3.2.1.min.js	C:/Benim%20Web%20Sitem/seapalace/preview.colorlib.com/theme/seapalace/vendors/jquery/jquery-3.2.1.min.js	(from https://preview.colorlib.com/theme/seapalace/)
00:28:14	93567/93567	---MCZ	200	added ('OK')	application/javascript	etag:W/%220%22	https://preview.colorlib.com/theme/seapalace/vendors/bootstrap,_bootstrap.bundle.min.js+magnefic-popup,_jquery.magnific-popup.min.js.pagespeed.jc.FpzabmR24f.js	C:/Benim%20Web%20Sitem/seapalace/preview.colorlib.com/theme/seapalace/vendors/bootstrap,_bootstrap.bundle.min.js+magnefic-popup,_jquery.magnific-popup.min.js.pagespeed.jc.FpzabmR24f.js	(from https://preview.colorlib.com/theme/seapalace/)
00:28:14	65986/65986	---MCZ	200	added ('OK')	application/javascript	etag:W/%220%22	https://preview.colorlib.com/theme/seapalace/vendors,_owl-carousel,_owl.carousel.min.js+vendors,_easing.min.js+vendors,_superfish.min.js+vendors,_nice-select,_jquery.nice-select.min.js+vendors,_jquery.ajaxchimp.min.js+vendors,_mail-script.js+js,_main.js.pagespeed.jc.OfKuP2VY71.js	C:/Benim%20Web%20Sitem/seapalace/preview.colorlib.com/theme/seapalace/vendors,_owl-carousel,_owl.carousel.min.js+vendors,_easing.min.js+vendors,_superfish.min.js+vendors,_nice-select,_jquery.nice-select.min.js+vendors,_jquery.ajaxchimp.min	(from https://preview.colorlib.com/theme/seapalace/)
00:28:15	134396/134396	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%2220cfc-5817d79fbe640%22	https://preview.colorlib.com/theme/seapalace/vendors/fontawesome/webfonts/fa-brands-400.eot	C:/Benim%20Web%20Sitem/seapalace/preview.colorlib.com/theme/seapalace/vendors/fontawesome/webfonts/fa-brands-400.eot	(from https://preview.colorlib.com/theme/seapalace/vendors/A.bootstrap,,_bootstrap.min.css+fontawesome,,_css,,_all.min.css+themify-icons,,_themify-icons.css+linericon,,_style.css+magnefic-popup,,_magnific-popup.css+owl-carousel,,_owl.theme.default.min.css+owl-carousel,,_owl.carousel.min.css+nice-select,,_nice-select.css,Mcc.oxKWxQTdir.css.pagespeed.cf.ZstkXDAPfT.css)
00:28:15	134396/134396	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%2220cfc-5817d79fbe640%22	https://preview.colorlib.com/theme/seapalace/vendors/fontawesome/webfonts/fa-brands-400.eot?	C:/Benim%20Web%20Sitem/seapalace/preview.colorlib.com/theme/seapalace/vendors/fontawesome/webfonts/fa-brands-400d41d.eot	(from https://preview.colorlib.com/theme/seapalace/vendors/A.bootstrap,,_bootstrap.min.css+fontawesome,,_css,,_all.min.css+themify-icons,,_themify-icons.css+linericon,,_style.css+magnefic-popup,,_magnific-popup.css+owl-carousel,,_owl.theme.default.min.css+owl-carousel,,_owl.carousel.min.css+nice-select,,_nice-select.css,Mcc.oxKWxQTdir.css.pagespeed.cf.ZstkXDAPfT.css)
00:28:15	74288/74288	---M--	200	added ('OK')	font/woff2	etag:%2212230-5817d7a38ef40%22	https://preview.colorlib.com/theme/seapalace/vendors/fontawesome/webfonts/fa-brands-400.woff2	C:/Benim%20Web%20Sitem/seapalace/preview.colorlib.com/theme/seapalace/vendors/fontawesome/webfonts/fa-brands-400.woff2	(from https://preview.colorlib.com/theme/seapalace/vendors/A.bootstrap,,_bootstrap.min.css+fontawesome,,_css,,_all.min.css+themify-icons,,_themify-icons.css+linericon,,_style.css+magnefic-popup,,_magnific-popup.css+owl-carousel,,_owl.theme.default.min.css+owl-carousel,,_owl.carousel.min.css+nice-select,,_nice-select.css,Mcc.oxKWxQTdir.css.pagespeed.cf.ZstkXDAPfT.css)
00:28:15	87048/87048	---M--	200	added ('OK')	font/woff	etag:%2215408-5817d7a29ad00%22	https://preview.colorlib.com/theme/seapalace/vendors/fontawesome/webfonts/fa-brands-400.woff	C:/Benim%20Web%20Sitem/seapalace/preview.colorlib.com/theme/seapalace/vendors/fontawesome/webfonts/fa-brands-400.woff	(from https://preview.colorlib.com/theme/seapalace/vendors/A.bootstrap,,_bootstrap.min.css+fontawesome,,_css,,_all.min.css+themify-icons,,_themify-icons.css+linericon,,_style.css+magnefic-popup,,_magnific-popup.css+owl-carousel,,_owl.theme.default.min.css+owl-carousel,,_owl.carousel.min.css+nice-select,,_nice-select.css,Mcc.oxKWxQTdir.css.pagespeed.cf.ZstkXDAPfT.css)
00:28:15	134160/134160	---MCZ	200	added ('OK')	font/ttf	etag:W/%2220c10-5817d79eca400%22	https://preview.colorlib.com/theme/seapalace/vendors/fontawesome/webfonts/fa-brands-400.ttf	C:/Benim%20Web%20Sitem/seapalace/preview.colorlib.com/theme/seapalace/vendors/fontawesome/webfonts/fa-brands-400.ttf	(from https://preview.colorlib.com/theme/seapalace/vendors/A.bootstrap,,_bootstrap.min.css+fontawesome,,_css,,_all.min.css+themify-icons,,_themify-icons.css+linericon,,_style.css+magnefic-popup,,_magnific-popup.css+owl-carousel,,_owl.theme.default.min.css+owl-carousel,,_owl.carousel.min.css+nice-select,,_nice-select.css,Mcc.oxKWxQTdir.css.pagespeed.cf.ZstkXDAPfT.css)
00:28:16	2161/2161	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2031%20Oct%202022%2020:28:15%20GMT	https://preview.colorlib.com/theme/seapalace/vendors/fontawesome/webfonts/fa-brands-400.svg	C:/Benim%20Web%20Sitem/seapalace/preview.colorlib.com/theme/seapalace/vendors/fontawesome/webfonts/fa-brands-400.svg	(from https://preview.colorlib.com/theme/seapalace/vendors/A.bootstrap,,_bootstrap.min.css+fontawesome,,_css,,_all.min.css+themify-icons,,_themify-icons.css+linericon,,_style.css+magnefic-popup,,_magnific-popup.css+owl-carousel,,_owl.theme.default.min.css+owl-carousel,,_owl.carousel.min.css+nice-select,,_nice-select.css,Mcc.oxKWxQTdir.css.pagespeed.cf.ZstkXDAPfT.css)
00:28:16	40308/40308	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%229d74-5817d7a483180%22	https://preview.colorlib.com/theme/seapalace/vendors/fontawesome/webfonts/fa-regular-400.eot	C:/Benim%20Web%20Sitem/seapalace/preview.colorlib.com/theme/seapalace/vendors/fontawesome/webfonts/fa-regular-400.eot	(from https://preview.colorlib.com/theme/seapalace/vendors/A.bootstrap,,_bootstrap.min.css+fontawesome,,_css,,_all.min.css+themify-icons,,_themify-icons.css+linericon,,_style.css+magnefic-popup,,_magnific-popup.css+owl-carousel,,_owl.theme.default.min.css+owl-carousel,,_owl.carousel.min.css+nice-select,,_nice-select.css,Mcc.oxKWxQTdir.css.pagespeed.cf.ZstkXDAPfT.css)
00:28:16	40308/40308	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%229d74-5817d7a483180%22	https://preview.colorlib.com/theme/seapalace/vendors/fontawesome/webfonts/fa-regular-400.eot?	C:/Benim%20Web%20Sitem/seapalace/preview.colorlib.com/theme/seapalace/vendors/fontawesome/webfonts/fa-regular-400d41d.eot	(from https://preview.colorlib.com/theme/seapalace/vendors/A.bootstrap,,_bootstrap.min.css+fontawesome,,_css,,_all.min.css+themify-icons,,_themify-icons.css+linericon,,_style.css+magnefic-popup,,_magnific-popup.css+owl-carousel,,_owl.theme.default.min.css+owl-carousel,,_owl.carousel.min.css+nice-select,,_nice-select.css,Mcc.oxKWxQTdir.css.pagespeed.cf.ZstkXDAPfT.css)
00:28:17	14872/14872	---M--	200	added ('OK')	font/woff2	etag:%223a18-5817d7a66b600%22	https://preview.colorlib.com/theme/seapalace/vendors/fontawesome/webfonts/fa-regular-400.woff2	C:/Benim%20Web%20Sitem/seapalace/preview.colorlib.com/theme/seapalace/vendors/fontawesome/webfonts/fa-regular-400.woff2	(from https://preview.colorlib.com/theme/seapalace/vendors/A.bootstrap,,_bootstrap.min.css+fontawesome,,_css,,_all.min.css+themify-icons,,_themify-icons.css+linericon,,_style.css+magnefic-popup,,_magnific-popup.css+owl-carousel,,_owl.theme.default.min.css+owl-carousel,,_owl.carousel.min.css+nice-select,,_nice-select.css,Mcc.oxKWxQTdir.css.pagespeed.cf.ZstkXDAPfT.css)
00:28:17	18164/18164	---M--	200	added ('OK')	font/woff	etag:%2246f4-5817d7a5773c0%22	https://preview.colorlib.com/theme/seapalace/vendors/fontawesome/webfonts/fa-regular-400.woff	C:/Benim%20Web%20Sitem/seapalace/preview.colorlib.com/theme/seapalace/vendors/fontawesome/webfonts/fa-regular-400.woff	(from https://preview.colorlib.com/theme/seapalace/vendors/A.bootstrap,,_bootstrap.min.css+fontawesome,,_css,,_all.min.css+themify-icons,,_themify-icons.css+linericon,,_style.css+magnefic-popup,,_magnific-popup.css+owl-carousel,,_owl.theme.default.min.css+owl-carousel,,_owl.carousel.min.css+nice-select,,_nice-select.css,Mcc.oxKWxQTdir.css.pagespeed.cf.ZstkXDAPfT.css)
00:28:17	40080/40080	---MCZ	200	added ('OK')	font/ttf	etag:W/%229c90-5817d7a5773c0%22	https://preview.colorlib.com/theme/seapalace/vendors/fontawesome/webfonts/fa-regular-400.ttf	C:/Benim%20Web%20Sitem/seapalace/preview.colorlib.com/theme/seapalace/vendors/fontawesome/webfonts/fa-regular-400.ttf	(from https://preview.colorlib.com/theme/seapalace/vendors/A.bootstrap,,_bootstrap.min.css+fontawesome,,_css,,_all.min.css+themify-icons,,_themify-icons.css+linericon,,_style.css+magnefic-popup,,_magnific-popup.css+owl-carousel,,_owl.theme.default.min.css+owl-carousel,,_owl.carousel.min.css+nice-select,,_nice-select.css,Mcc.oxKWxQTdir.css.pagespeed.cf.ZstkXDAPfT.css)
00:28:17	2161/2161	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2031%20Oct%202022%2020:28:16%20GMT	https://preview.colorlib.com/theme/seapalace/vendors/fontawesome/webfonts/fa-regular-400.svg	C:/Benim%20Web%20Sitem/seapalace/preview.colorlib.com/theme/seapalace/vendors/fontawesome/webfonts/fa-regular-400.svg	(from https://preview.colorlib.com/theme/seapalace/vendors/A.bootstrap,,_bootstrap.min.css+fontawesome,,_css,,_all.min.css+themify-icons,,_themify-icons.css+linericon,,_style.css+magnefic-popup,,_magnific-popup.css+owl-carousel,,_owl.theme.default.min.css+owl-carousel,,_owl.carousel.min.css+nice-select,,_nice-select.css,Mcc.oxKWxQTdir.css.pagespeed.cf.ZstkXDAPfT.css)
00:28:18	209012/209012	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%2233074-5817d7a947cc0%22	https://preview.colorlib.com/theme/seapalace/vendors/fontawesome/webfonts/fa-solid-900.eot	C:/Benim%20Web%20Sitem/seapalace/preview.colorlib.com/theme/seapalace/vendors/fontawesome/webfonts/fa-solid-900.eot	(from https://preview.colorlib.com/theme/seapalace/vendors/A.bootstrap,,_bootstrap.min.css+fontawesome,,_css,,_all.min.css+themify-icons,,_themify-icons.css+linericon,,_style.css+magnefic-popup,,_magnific-popup.css+owl-carousel,,_owl.theme.default.min.css+owl-carousel,,_owl.carousel.min.css+nice-select,,_nice-select.css,Mcc.oxKWxQTdir.css.pagespeed.cf.ZstkXDAPfT.css)
00:28:18	209012/209012	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%2233074-5817d7a947cc0%22	https://preview.colorlib.com/theme/seapalace/vendors/fontawesome/webfonts/fa-solid-900.eot?	C:/Benim%20Web%20Sitem/seapalace/preview.colorlib.com/theme/seapalace/vendors/fontawesome/webfonts/fa-solid-900d41d.eot	(from https://preview.colorlib.com/theme/seapalace/vendors/A.bootstrap,,_bootstrap.min.css+fontawesome,,_css,,_all.min.css+themify-icons,,_themify-icons.css+linericon,,_style.css+magnefic-popup,,_magnific-popup.css+owl-carousel,,_owl.theme.default.min.css+owl-carousel,,_owl.carousel.min.css+nice-select,,_nice-select.css,Mcc.oxKWxQTdir.css.pagespeed.cf.ZstkXDAPfT.css)
00:28:18	79100/79100	---M--	200	added ('OK')	font/woff2	etag:%22134fc-5817d7ae0c800%22	https://preview.colorlib.com/theme/seapalace/vendors/fontawesome/webfonts/fa-solid-900.woff2	C:/Benim%20Web%20Sitem/seapalace/preview.colorlib.com/theme/seapalace/vendors/fontawesome/webfonts/fa-solid-900.woff2	(from https://preview.colorlib.com/theme/seapalace/vendors/A.bootstrap,,_bootstrap.min.css+fontawesome,,_css,,_all.min.css+themify-icons,,_themify-icons.css+linericon,,_style.css+magnefic-popup,,_magnific-popup.css+owl-carousel,,_owl.theme.default.min.css+owl-carousel,,_owl.carousel.min.css+nice-select,,_nice-select.css,Mcc.oxKWxQTdir.css.pagespeed.cf.ZstkXDAPfT.css)
00:28:18	102224/102224	---M--	200	added ('OK')	font/woff	etag:%2218f50-5817d7ad185c0%22	https://preview.colorlib.com/theme/seapalace/vendors/fontawesome/webfonts/fa-solid-900.woff	C:/Benim%20Web%20Sitem/seapalace/preview.colorlib.com/theme/seapalace/vendors/fontawesome/webfonts/fa-solid-900.woff	(from https://preview.colorlib.com/theme/seapalace/vendors/A.bootstrap,,_bootstrap.min.css+fontawesome,,_css,,_all.min.css+themify-icons,,_themify-icons.css+linericon,,_style.css+magnefic-popup,,_magnific-popup.css+owl-carousel,,_owl.theme.default.min.css+owl-carousel,,_owl.carousel.min.css+nice-select,,_nice-select.css,Mcc.oxKWxQTdir.css.pagespeed.cf.ZstkXDAPfT.css)
00:28:19	208792/208792	---MCZ	200	added ('OK')	font/ttf	etag:W/%2232f98-5817d7ac24380%22	https://preview.colorlib.com/theme/seapalace/vendors/fontawesome/webfonts/fa-solid-900.ttf	C:/Benim%20Web%20Sitem/seapalace/preview.colorlib.com/theme/seapalace/vendors/fontawesome/webfonts/fa-solid-900.ttf	(from https://preview.colorlib.com/theme/seapalace/vendors/A.bootstrap,,_bootstrap.min.css+fontawesome,,_css,,_all.min.css+themify-icons,,_themify-icons.css+linericon,,_style.css+magnefic-popup,,_magnific-popup.css+owl-carousel,,_owl.theme.default.min.css+owl-carousel,,_owl.carousel.min.css+nice-select,,_nice-select.css,Mcc.oxKWxQTdir.css.pagespeed.cf.ZstkXDAPfT.css)
00:28:19	2161/2161	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2031%20Oct%202022%2020:28:18%20GMT	https://preview.colorlib.com/theme/seapalace/vendors/fontawesome/webfonts/fa-solid-900.svg	C:/Benim%20Web%20Sitem/seapalace/preview.colorlib.com/theme/seapalace/vendors/fontawesome/webfonts/fa-solid-900.svg	(from https://preview.colorlib.com/theme/seapalace/vendors/A.bootstrap,,_bootstrap.min.css+fontawesome,,_css,,_all.min.css+themify-icons,,_themify-icons.css+linericon,,_style.css+magnefic-popup,,_magnific-popup.css+owl-carousel,,_owl.theme.default.min.css+owl-carousel,,_owl.carousel.min.css+nice-select,,_nice-select.css,Mcc.oxKWxQTdir.css.pagespeed.cf.ZstkXDAPfT.css)
00:28:19	78748/78748	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%221339c-5817d7c213740%22	https://preview.colorlib.com/theme/seapalace/vendors/themify-icons/fonts/themify.eot?-fvbane	C:/Benim%20Web%20Sitem/seapalace/preview.colorlib.com/theme/seapalace/vendors/themify-icons/fonts/themify9f24.eot	(from https://preview.colorlib.com/theme/seapalace/vendors/A.bootstrap,,_bootstrap.min.css+fontawesome,,_css,,_all.min.css+themify-icons,,_themify-icons.css+linericon,,_style.css+magnefic-popup,,_magnific-popup.css+owl-carousel,,_owl.theme.default.min.css+owl-carousel,,_owl.carousel.min.css+nice-select,,_nice-select.css,Mcc.oxKWxQTdir.css.pagespeed.cf.ZstkXDAPfT.css)
00:28:19	78748/78748	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%221339c-5817d7c213740%22	https://preview.colorlib.com/theme/seapalace/vendors/themify-icons/fonts/themify.eot?	C:/Benim%20Web%20Sitem/seapalace/preview.colorlib.com/theme/seapalace/vendors/themify-icons/fonts/themifyd41d.eot	(from https://preview.colorlib.com/theme/seapalace/vendors/A.bootstrap,,_bootstrap.min.css+fontawesome,,_css,,_all.min.css+themify-icons,,_themify-icons.css+linericon,,_style.css+magnefic-popup,,_magnific-popup.css+owl-carousel,,_owl.theme.default.min.css+owl-carousel,,_owl.carousel.min.css+nice-select,,_nice-select.css,Mcc.oxKWxQTdir.css.pagespeed.cf.ZstkXDAPfT.css)
00:28:19	56108/56108	---M--	200	added ('OK')	font/woff	etag:%22db2c-5817d7c6d8280%22	https://preview.colorlib.com/theme/seapalace/vendors/themify-icons/fonts/themify.woff?-fvbane	C:/Benim%20Web%20Sitem/seapalace/preview.colorlib.com/theme/seapalace/vendors/themify-icons/fonts/themify9f24.woff	(from https://preview.colorlib.com/theme/seapalace/vendors/A.bootstrap,,_bootstrap.min.css+fontawesome,,_css,,_all.min.css+themify-icons,,_themify-icons.css+linericon,,_style.css+magnefic-popup,,_magnific-popup.css+owl-carousel,,_owl.theme.default.min.css+owl-carousel,,_owl.carousel.min.css+nice-select,,_nice-select.css,Mcc.oxKWxQTdir.css.pagespeed.cf.ZstkXDAPfT.css)
00:28:20	78584/78584	---MCZ	200	added ('OK')	font/ttf	etag:W/%22132f8-5817d7c8c0700%22	https://preview.colorlib.com/theme/seapalace/vendors/themify-icons/fonts/themify.ttf?-fvbane	C:/Benim%20Web%20Sitem/seapalace/preview.colorlib.com/theme/seapalace/vendors/themify-icons/fonts/themify9f24.ttf	(from https://preview.colorlib.com/theme/seapalace/vendors/A.bootstrap,,_bootstrap.min.css+fontawesome,,_css,,_all.min.css+themify-icons,,_themify-icons.css+linericon,,_style.css+magnefic-popup,,_magnific-popup.css+owl-carousel,,_owl.theme.default.min.css+owl-carousel,,_owl.carousel.min.css+nice-select,,_nice-select.css,Mcc.oxKWxQTdir.css.pagespeed.cf.ZstkXDAPfT.css)
